,grupo,segmento,familia,clase,producto
565,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101508] Ángulos de titanio']
566,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101509] Ángulos de cobre']
567,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101510] Ángulos de latón']
568,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101511] Ángulos de bronce']
569,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101512] Ángulos de zinc']
570,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101513] Ángulos de estaño']
571,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101514] Ángulos de plomo']
572,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101515] Ángulos de plástico']
573,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101516] Ángulos de caucho']
574,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103800] Fibras y filamentos mecánicos'],['[30101517] Ángulos de metales preciosos']
575,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101501] Ángulos de aleación ferrosa']
576,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101502] Ángulos de aleación no ferrosa']
577,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101503] Ángulos de hierro']
578,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101504] Ángulos de acero']
579,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101505] Ángulos de acero inoxidable']
580,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101506] Ángulos de aluminio']
581,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101507] Ángulos de magnesio']
582,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101508] Ángulos de titanio']
583,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101509] Ángulos de cobre']
584,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101510] Ángulos de latón']
585,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101511] Ángulos de bronce']
586,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101512] Ángulos de zinc']
587,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101513] Ángulos de estaño']
588,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101514] Ángulos de plomo']
589,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101515] Ángulos de plástico']
590,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101516] Ángulos de caucho']
591,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103900] Ejes'],['[30101517] Ángulos de metales preciosos']
592,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121501] Probadores de presión sanguínea para uso veterinario']
593,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121502] Probador quimiógrafo para uso veterinario']
594,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121503] Probador pirogénico para uso veterinario']
595,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121504] Equipo estereotóxico para uso veterinario']
596,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121505] Electrocardiógrafo ecg para uso veterinario']
597,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121506] Sets de instrumentos quirúrgicos para uso veterinario']
598,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121507] Unidades o accesorios de inyección o succión para uso veterinario']
599,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121508] Sets de botellas para uso veterinario']
600,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121509] Termómetros clínicos para uso veterinario']
601,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121510] Cajas de instrumentos o accesorios para uso veterinario']
602,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121511] Estuches enrollables para instrumentos o accesorios de uso veterinario']
603,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121512] Espéculos para uso veterinario']
604,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121513] Instrumentos de castración para uso veterinario']
605,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121514] Kits de fijación externa para uso veterinario']
606,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121500] Equipo veterinario'],['[42121515] Limas o cortaúñas para uso veterinario']
607,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121501] Probadores de presión sanguínea para uso veterinario']
608,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121502] Probador quimiógrafo para uso veterinario']
609,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121503] Probador pirogénico para uso veterinario']
610,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121504] Equipo estereotóxico para uso veterinario']
611,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121505] Electrocardiógrafo ecg para uso veterinario']
612,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121506] Sets de instrumentos quirúrgicos para uso veterinario']
613,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121507] Unidades o accesorios de inyección o succión para uso veterinario']
614,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121508] Sets de botellas para uso veterinario']
615,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121509] Termómetros clínicos para uso veterinario']
616,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121510] Cajas de instrumentos o accesorios para uso veterinario']
617,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121511] Estuches enrollables para instrumentos o accesorios de uso veterinario']
618,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121512] Espéculos para uso veterinario']
619,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121513] Instrumentos de castración para uso veterinario']
620,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121514] Kits de fijación externa para uso veterinario']
621,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121600] Productos veterinarios'],['[42121515] Limas o cortaúñas para uso veterinario']
622,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121501] Probadores de presión sanguínea para uso veterinario']
623,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121502] Probador quimiógrafo para uso veterinario']
624,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121503] Probador pirogénico para uso veterinario']
625,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121504] Equipo estereotóxico para uso veterinario']
626,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121505] Electrocardiógrafo ecg para uso veterinario']
627,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121506] Sets de instrumentos quirúrgicos para uso veterinario']
628,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121507] Unidades o accesorios de inyección o succión para uso veterinario']
629,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121508] Sets de botellas para uso veterinario']
630,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121509] Termómetros clínicos para uso veterinario']
631,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121510] Cajas de instrumentos o accesorios para uso veterinario']
632,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121511] Estuches enrollables para instrumentos o accesorios de uso veterinario']
633,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121512] Espéculos para uso veterinario']
634,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121513] Instrumentos de castración para uso veterinario']
635,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121514] Kits de fijación externa para uso veterinario']
636,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121700] Mobiliario clínico veterinario'],['[42121515] Limas o cortaúñas para uso veterinario']
637,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121501] Probadores de presión sanguínea para uso veterinario']
638,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121502] Probador quimiógrafo para uso veterinario']
639,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121503] Probador pirogénico para uso veterinario']
640,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121504] Equipo estereotóxico para uso veterinario']
641,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121505] Electrocardiógrafo ecg para uso veterinario']
642,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121506] Sets de instrumentos quirúrgicos para uso veterinario']
643,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121507] Unidades o accesorios de inyección o succión para uso veterinario']
644,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121508] Sets de botellas para uso veterinario']
645,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121509] Termómetros clínicos para uso veterinario']
646,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121510] Cajas de instrumentos o accesorios para uso veterinario']
647,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121511] Estuches enrollables para instrumentos o accesorios de uso veterinario']
648,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121512] Espéculos para uso veterinario']
649,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121513] Instrumentos de castración para uso veterinario']
650,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121514] Kits de fijación externa para uso veterinario']
651,['[E] Productos de Uso Final'],"['[42000000] Equipo Médico, Accesorios y Suministros']",['[42120000] Equipos y suministros veterinarios'],['[42121800] Equipo y suministros para inseminación artificial veterinaria'],['[42121515] Limas o cortaúñas para uso veterinario']
652,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101501] Operaciones de pesca comercial']
653,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101502] Servicios de puerto para la flota pesquera']
654,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101503] Instalaciones pesqueras en tierra']
655,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101504] Operaciones de pesca de altura']
656,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101505] Pesca por sonar']
657,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101506] Pesca de ballenas']
658,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101507] Pesca de arrastre']
659,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101508] Pesca con sedal y anzuelo']
660,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101509] Pesca con redes barrederas']
661,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101500] Explotaciones pesqueras'],['[70101510] Redes de pesca']
662,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101501] Operaciones de pesca comercial']
663,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101502] Servicios de puerto para la flota pesquera']
664,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101503] Instalaciones pesqueras en tierra']
665,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101504] Operaciones de pesca de altura']
666,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101505] Pesca por sonar']
667,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101506] Pesca de ballenas']
668,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101507] Pesca de arrastre']
669,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101508] Pesca con sedal y anzuelo']
670,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101509] Pesca con redes barrederas']
671,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101600] Vigilancia pesquera'],['[70101510] Redes de pesca']
672,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101501] Operaciones de pesca comercial']
673,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101502] Servicios de puerto para la flota pesquera']
674,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101503] Instalaciones pesqueras en tierra']
675,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101504] Operaciones de pesca de altura']
676,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101505] Pesca por sonar']
677,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101506] Pesca de ballenas']
678,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101507] Pesca de arrastre']
679,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101508] Pesca con sedal y anzuelo']
680,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101509] Pesca con redes barrederas']
681,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101700] Industria y tecnología pesquera'],['[70101510] Redes de pesca']
682,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101501] Operaciones de pesca comercial']
683,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101502] Servicios de puerto para la flota pesquera']
684,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101503] Instalaciones pesqueras en tierra']
685,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101504] Operaciones de pesca de altura']
686,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101505] Pesca por sonar']
687,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101506] Pesca de ballenas']
688,['[F] Servicios'],"['[70000000] Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna']",['[70100000] Pesquerías y acuicultura'],['[70101800] Recursos pesqueros'],['[70101507] Pesca de arrastre']
