,grupo,segmento,familia,clase,producto
213,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101516] Nefelita']
214,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101517] Esteatita']
215,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101518] Talco']
216,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101519] Diamante en bruto']
217,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101520] Granates']
218,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101521] Carburo de silicio']
219,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101522] Carbón activado']
220,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101523] Mulita']
221,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101524] Fluorita']
222,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101525] Kieserita']
223,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101526] Carnalita']
224,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101527] Sílice de diatomeas']
225,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101528] Óxido de aluminio activado']
226,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101529] Zeolita']
227,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101530] Calcita']
228,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101531] Serpentina']
229,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101532] Peridoto']
230,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101533] Pirofilita']
231,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101534] Diamante pulido']
232,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101501] Mica']
233,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101502] Lija o esmeril']
234,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101503] Cuarzo']
235,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101504] Pirita']
236,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101505] Azufre o sulfuro']
237,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101506] Tiza']
238,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101507] Grafito']
239,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101508] Dolomita']
240,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101509] Magnesita']
241,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101510] Asbesto (amianto)']
242,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101511] Calcio']
243,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101512] Borato']
244,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101513] Criolita']
245,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101514] Feldespato']
246,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101515] Leucita']
247,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101516] Nefelita']
248,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101517] Esteatita']
249,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101518] Talco']
250,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101519] Diamante en bruto']
251,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101520] Granates']
252,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101521] Carburo de silicio']
253,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101522] Carbón activado']
254,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101523] Mulita']
255,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101524] Fluorita']
256,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101525] Kieserita']
257,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101526] Carnalita']
258,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101527] Sílice de diatomeas']
259,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101528] Óxido de aluminio activado']
260,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101529] Zeolita']
261,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101530] Calcita']
262,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101531] Serpentina']
263,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101532] Peridoto']
264,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101533] Pirofilita']
265,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']","['[11101900] Productos minerales intermedios, procesados y refinados']",['[11101534] Diamante pulido']
266,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101501] Equipo de minería continua']
267,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101502] Cizallas de pared alta']
268,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101503] Cortadores de carbón']
269,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101504] Cortadores de roca']
270,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101505] Cadena de corte para minería']
271,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101500] Equipo de corte'],['[20101506] Barra de corte']
272,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101501] Equipo de minería continua']
273,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101502] Cizallas de pared alta']
274,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101503] Cortadores de carbón']
275,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101504] Cortadores de roca']
276,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101505] Cadena de corte para minería']
277,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101600] Cribas y equipos de alimentación'],['[20101506] Barra de corte']
278,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101501] Equipo de minería continua']
279,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101502] Cizallas de pared alta']
280,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101503] Cortadores de carbón']
281,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101504] Cortadores de roca']
282,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101505] Cadena de corte para minería']
283,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],"['[20101700] Trituradoras, quebrantadoras y amoladores']",['[20101506] Barra de corte']
284,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101501] Equipo de minería continua']
285,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101502] Cizallas de pared alta']
286,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101503] Cortadores de carbón']
287,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101504] Cortadores de roca']
288,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101505] Cadena de corte para minería']
289,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101800] Sistemas mecanizados de soporte en tierra'],['[20101506] Barra de corte']
290,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101501] Equipo de minería continua']
291,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101502] Cizallas de pared alta']
292,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101503] Cortadores de carbón']
293,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101504] Cortadores de roca']
294,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101505] Cadena de corte para minería']
295,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20101900] Sistemas secundarios de ruptura de roca'],['[20101506] Barra de corte']
296,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101501] Equipo de minería continua']
297,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101502] Cizallas de pared alta']
298,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101503] Cortadores de carbón']
299,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101504] Cortadores de roca']
300,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101505] Cadena de corte para minería']
301,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102000] Sistemas de exploración y desarrollo'],['[20101506] Barra de corte']
302,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101501] Equipo de minería continua']
303,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101502] Cizallas de pared alta']
304,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101503] Cortadores de carbón']
305,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101504] Cortadores de roca']
306,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101505] Cadena de corte para minería']
307,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102100] Barrenas de rocas'],['[20101506] Barra de corte']
308,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101501] Equipo de minería continua']
309,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101502] Cizallas de pared alta']
310,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101503] Cortadores de carbón']
311,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101504] Cortadores de roca']
312,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101505] Cadena de corte para minería']
313,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102200] Maquinaria de cargue de explosivos'],['[20101506] Barra de corte']
314,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101501] Equipo de minería continua']
315,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101502] Cizallas de pared alta']
316,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101503] Cortadores de carbón']
317,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101504] Cortadores de roca']
318,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101505] Cadena de corte para minería']
319,"['[C] Maquinaria, Herramientas, Equipo Industrial y Vehículos']",['[20000000] Maquinaria y Accesorios de Minería y Perforación de Pozos'],['[20100000] Maquinaria y equipo de minería y explotación de canteras'],['[20102300] Vehículos de servicio de minería subterránea'],['[20101506] Barra de corte']
320,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101501] Ángulos de aleación ferrosa']
321,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101502] Ángulos de aleación no ferrosa']
322,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101503] Ángulos de hierro']
323,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101504] Ángulos de acero']
324,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101505] Ángulos de acero inoxidable']
325,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101506] Ángulos de aluminio']
326,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30101500] Ángulos'],['[30101507] Ángulos de magnesio']
